index,y_pred
257,0.9583889134059989
258,0.6272953073455887
259,0.8146808366052553
260,0.10428798668376292
261,0.1714754589899058
262,0.15145391455575313
263,0.27723106743474446
264,0.280519599698114
265,0.19672450998183794
266,0.2361845396639153
267,0.174708851299931
268,0.17395633776039487
269,0.20992497436515997
270,0.2009515856135203
271,0.322066990983236
272,0.8906734307359307
273,0.30411679548148596
274,0.1852169424671219
275,0.6692843932840283
276,0.18859824504455924
277,0.7052334715791058
278,0.18817401216825896
279,0.20312240286418162
280,0.20701224213074035
281,0.23481262383701054
282,0.7275306583042997
283,0.29286473001859537
284,0.23528641055767496
285,0.7523262355496219
286,0.3017475075048071
287,0.2133723661520276
288,0.2345517170652498
289,0.18835189338406672
290,0.19168685453615494
291,0.08675702226549964
292,0.18068923348702257
293,0.18465618891377292
294,0.19652961335415992
295,0.055274482403324124
296,0.27071520716893277
297,0.11453005801499261
298,0.11865258539320556
299,0.12309930414657408
300,0.3441394863411039
301,0.19619572495455923
302,0.20233975643202243
303,0.17280589511726
304,0.1979262338584148
305,0.1098966382841464
306,0.23781897285332018
307,0.15713527849212455
308,0.19267956537486067
309,0.9770987655481592
310,0.28268742256201623
311,0.9888679268241058
312,0.1309329689486756
313,0.2629023448527656
314,0.8535670687134502
315,0.25793295575661934
316,0.2782638077989402
317,0.4924139225052695
318,0.1661972706645866
319,0.18390816994240278
320,0.28957370632341145
321,0.20638346779427266
322,0.9240340703742522
323,0.07124679776409844
324,0.1465318715151094
325,0.13666779433350068
326,0.1897122688969447
327,0.1414399312088603
328,0.14636012834611997
329,0.8163497325819776
330,0.35103866278355045
331,0.017135784272151622
332,0.18869757364664916
333,0.1556186872346934
334,0.736208331441335
335,0.17238216148025848
336,0.5948058712121211
337,0.10084589262042323
338,0.1936426806649856
339,0.18373715018371176
340,0.41172425779202343
341,0.20581670582345335
342,0.3094086906107229
343,0.3734381030251825
344,0.24511936406467857
345,0.45724862637362634
346,0.24108070121027506
347,0.2986754994405272
348,0.2116303184333072
349,0.27481996210692766
350,0.9634506130129238
351,0.16052277073355356
352,0.22818235181779747
353,0.9466125987111425
354,0.826771645021645
355,0.3164802552878387
356,0.991572148540277
357,0.6992124493863625
358,0.25265965710739496
359,0.18744025527635805
360,0.2777889357359526
361,0.7978894517550649
362,0.28165188604861996
363,0.28083167694980427
364,0.2500320735197566
365,0.2966139529041627
366,0.24274511108952126
367,0.4749344129364665
368,0.14160540135779773
369,0.9528458009849777
370,0.43092660824657325
371,0.168300507415065
372,0.23651787921315834
373,0.2857272490787168
374,0.2685473442894493
375,0.35602657989430886
376,0.4059923547168895
377,0.17575853425056118
378,0.19286653771306456
379,0.9969914008412417
380,0.43315180453578994
381,0.8482141053391052
382,0.22565499332399225
383,0.17570334635973123
384,0.5344680376448944
385,0.18870256496701926
386,0.12985695078710827
387,0.30962649671269227
388,0.32784844563293514
389,0.2656120609841609
390,0.2518714748268302
391,0.3861157727205782
392,0.2275897134610201
393,0.14890410606572022
394,0.18994475662911095
395,0.24521928347777716
396,0.1825171904201742
397,0.18641140688672955
398,0.2741497611942071
399,0.9921371213331521
400,0.18987464746796426
401,0.9630538017781209
402,0.9373815862696527
403,0.5730663722997167
404,0.21742375580867698
405,0.8385230056272758
406,0.13558030197793833
407,0.09677111636627916
408,0.9645731601548618
409,0.1469814187481366
410,0.39697165518065103
411,0.9812892093592304
412,0.14100822791817075
413,0.9745048531859319
414,0.22491817940190323
415,0.7680431149463202
416,0.2081796636904112
417,0.11893807647292459
418,0.9570802422577812
419,0.8833582875457876
420,0.14717408450570443
421,0.16321607400652383
422,0.6717699312476481
423,0.8866725250292155
424,0.2470923003865841
425,0.24047983220533417
426,0.2461268181492803
427,0.15382051990076154
428,0.9812139570684824
429,0.07406799922860065
430,0.21916437232206432
431,0.591904771270312
432,0.8820033228719104
433,0.3891189432816012
434,0.1610944219904812
435,0.991656054336693
436,0.1710450873815865
437,0.926768422007503
438,0.31439699513298147
439,0.12547688663922874
440,0.09743133091668905
441,0.756428364082633
442,0.12939420926915152
443,0.5412679891836099
444,0.2988799106064952
445,0.6119632601936701
446,0.18643497483993215
447,0.20207453442093792
448,0.1645398795456544
449,0.2528512915941387
450,0.7701249290420698
451,0.22833447636417314
452,0.16993922292052638
453,0.20158425494812626
454,0.983680765993223
455,0.17127549431429892
456,0.12910905044094423
457,0.9497378381386568
458,0.10942718145859087
459,0.25869986054296895
460,0.1669226545767412
461,0.21910609093249953
462,0.9668930610534212
463,0.8632583056478405
464,0.032921689475712466
465,0.1741630016489777
466,0.8727497658447748
467,0.7483812693084654
468,0.2504287143178434
469,0.21181074048941764
470,0.2182880752261316
471,0.1623395924843639
472,0.2522004381141572
473,0.06942587504528036
474,0.9908056078927886
475,0.11919101235167652
476,0.18582983172889564
477,0.3814840713472347
478,0.7403077868794158
479,0.1642301645965471
480,0.9273214470292801
481,0.1830434956825324
482,0.14967954735821168
483,0.26525471443804427
484,0.7305167389484107
485,0.40581667753239126
486,0.19273396056349892
487,0.1663473575055158
488,0.16867797403615226
489,0.7709315670445207
490,0.4137109071163174
491,0.10173124484567517
492,0.09306000922571198
493,0.981862532701557
494,0.12255184087723803
495,0.9652799219459971
496,0.9856766593201435
